ASP.NET Core 2.0,Commit,11460,CVE-2018-0808,ASP.NET Core Denial of Service Vulnerability
Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,4088878,10050,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1,4088875,10051,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1,4088878,10051,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),4088875,10049,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),4088878,10049,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows Server 2012,4088877,10378,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows Server 2012,4088880,10378,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows Server 2012 (Server Core installation),4088877,10379,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows Server 2012 (Server Core installation),4088880,10379,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows Server 2012 R2,4088876,10483,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows Server 2012 R2,4088879,10483,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows Server 2012 R2 (Server Core installation),4088876,10543,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Windows Server 2012 R2 (Server Core installation),4088879,10543,CVE-2018-0883,Windows Shell Remote Code Execution Vulnerability
Microsoft Office 2016 Click-to-Run (C2R) for 32-bit editions,Click to Run,10905,CVE-2018-0903,Microsoft Access Remote Code Execution Vulnerability
Microsoft Office 2016 Click-to-Run (C2R) for 64-bit editions,Click to Run,10906,CVE-2018-0903,Microsoft Access Remote Code Execution Vulnerability
Microsoft Access 2016 (32-bit edition),4011665,10751,CVE-2018-0903,Microsoft Access Remote Code Execution Vulnerability
Microsoft Access 2016 (64-bit edition),4011665,10752,CVE-2018-0903,Microsoft Access Remote Code Execution Vulnerability
Microsoft Access 2010 Service Pack 2 (32-bit editions),3114416,10487,CVE-2018-0903,Microsoft Access Remote Code Execution Vulnerability
Microsoft Access 2010 Service Pack 2 (64-bit editions),3114416,10488,CVE-2018-0903,Microsoft Access Remote Code Execution Vulnerability
Microsoft Access 2013 Service Pack 1 (32-bit editions),4011234,10796,CVE-2018-0903,Microsoft Access Remote Code Execution Vulnerability
Microsoft Access 2013 Service Pack 1 (64-bit editions),4011234,10797,CVE-2018-0903,Microsoft Access Remote Code Execution Vulnerability
Windows 10 Version 1703 for 32-bit Systems,4088782,10951,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1703 for x64-based Systems,4088782,10952,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows 10 for 32-bit Systems,4088786,10729,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows 10 for x64-based Systems,4088786,10735,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1511 for 32-bit Systems,4088779,10789,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1511 for x64-based Systems,4088779,10788,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4088787,10852,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1607 for x64-based Systems,4088787,10853,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows Server 2016,4088787,10816,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows Server 2016  (Server Core installation),4088787,10855,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4088875,10047,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4088878,10047,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows 7 for x64-based Systems Service Pack 1,4088875,10048,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows 7 for x64-based Systems Service Pack 1,4088878,10048,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,4088876,10481,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,4088879,10481,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows 8.1 for x64-based systems,4088876,10482,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows 8.1 for x64-based systems,4088879,10482,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows RT 8.1,4088876,10484,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,4089229,9312,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),4089229,10287,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 for Itanium-Based Systems Service Pack 2,4089229,9311,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 for x64-based Systems Service Pack 2,4089229,9318,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),4089229,9344,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,4088875,10050,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,4088878,10050,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1,4088875,10051,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1,4088878,10051,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),4088875,10049,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),4088878,10049,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012,4088877,10378,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012,4088880,10378,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012 (Server Core installation),4088877,10379,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012 (Server Core installation),4088880,10379,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012 R2,4088876,10483,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012 R2,4088879,10483,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012 R2 (Server Core installation),4088876,10543,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012 R2 (Server Core installation),4088879,10543,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1709 for 32-bit Systems,4088776,11453,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Windows Server, version 1709  (Server Core Installation),4088776,11466,CVE-2018-0904,Windows Kernel Information Disclosure Vulnerability
Microsoft SharePoint Enterprise Server 2016,4018293,10950,CVE-2018-0909,Microsoft SharePoint Elevation of Privilege Vulnerability
Microsoft Project Server 2013 Service Pack 1 (64-bit edition),4018305,10614,CVE-2018-0909,Microsoft SharePoint Elevation of Privilege Vulnerability
Microsoft SharePoint Enterprise Server 2016,4018293,10950,CVE-2018-0910,Microsoft SharePoint Elevation of Privilege Vulnerability
Microsoft Project Server 2013 Service Pack 1 (64-bit edition),4018305,10614,CVE-2018-0910,Microsoft SharePoint Elevation of Privilege Vulnerability
Microsoft Excel 2016 (32-bit edition),4011727,10739,CVE-2018-0907,Microsoft Office Excel Security Feature Bypass
Microsoft Excel 2016 (64-bit edition),4011727,10740,CVE-2018-0907,Microsoft Office Excel Security Feature Bypass
Microsoft Office 2016 for Mac,Release Notes,10734,CVE-2018-0907,Microsoft Office Excel Security Feature Bypass
Microsoft Office 2016 Click-to-Run (C2R) for 32-bit editions,Click to Run,10905,CVE-2018-0907,Microsoft Office Excel Security Feature Bypass
Microsoft Office 2016 Click-to-Run (C2R) for 64-bit editions,Click to Run,10906,CVE-2018-0907,Microsoft Office Excel Security Feature Bypass
Microsoft Excel 2007 Service Pack 3,4011714,10152,CVE-2018-0907,Microsoft Office Excel Security Feature Bypass
Microsoft Excel 2010 Service Pack 2 (32-bit editions),4011675,10489,CVE-2018-0907,Microsoft Office Excel Security Feature Bypass
Microsoft Excel 2010 Service Pack 2 (64-bit editions),4011675,10490,CVE-2018-0907,Microsoft Office Excel Security Feature Bypass
Microsoft Excel 2013 RT Service Pack 1,4018291,10656,CVE-2018-0907,Microsoft Office Excel Security Feature Bypass
Microsoft Excel 2013 Service Pack 1 (32-bit editions),4018291,10654,CVE-2018-0907,Microsoft Office Excel Security Feature Bypass
Microsoft Excel 2013 Service Pack 1 (64-bit editions),4018291,10655,CVE-2018-0907,Microsoft Office Excel Security Feature Bypass
Microsoft SharePoint Enterprise Server 2016,4018293,10950,CVE-2018-0911,Microsoft SharePoint Elevation of Privilege Vulnerability
Microsoft Project Server 2013 Service Pack 1 (64-bit edition),4018305,10614,CVE-2018-0911,Microsoft SharePoint Elevation of Privilege Vulnerability
Microsoft SharePoint Enterprise Server 2016,4018293,10950,CVE-2018-0912,Microsoft SharePoint Elevation of Privilege Vulnerability
Microsoft Project Server 2013 Service Pack 1 (64-bit edition),4018305,10614,CVE-2018-0912,Microsoft SharePoint Elevation of Privilege Vulnerability
Microsoft SharePoint Enterprise Server 2016,4018293,10950,CVE-2018-0913,Microsoft SharePoint Elevation of Privilege Vulnerability
Microsoft Project Server 2013 Service Pack 1 (64-bit edition),4018305,10614,CVE-2018-0913,Microsoft SharePoint Elevation of Privilege Vulnerability
Microsoft SharePoint Enterprise Server 2016,4018293,10950,CVE-2018-0914,Microsoft SharePoint Elevation of Privilege Vulnerability
Microsoft Project Server 2013 Service Pack 1 (64-bit edition),4018305,10614,CVE-2018-0914,Microsoft SharePoint Elevation of Privilege Vulnerability
Microsoft SharePoint Enterprise Server 2016,4018293,10950,CVE-2018-0915,Microsoft SharePoint Elevation of Privilege Vulnerability
Microsoft Project Server 2013 Service Pack 1 (64-bit edition),4018305,10614,CVE-2018-0915,Microsoft SharePoint Elevation of Privilege Vulnerability
Microsoft SharePoint Enterprise Server 2016,4018293,10950,CVE-2018-0916,Microsoft SharePoint Elevation of Privilege Vulnerability
Microsoft Project Server 2013 Service Pack 1 (64-bit edition),4018305,10614,CVE-2018-0916,Microsoft SharePoint Elevation of Privilege Vulnerability
Microsoft SharePoint Enterprise Server 2016,4018293,10950,CVE-2018-0917,Microsoft SharePoint Elevation of Privilege Vulnerability
Microsoft SharePoint Enterprise Server 2016,4018293,10950,CVE-2018-0919,Microsoft Office Information Disclosure Vulnerability
Microsoft SharePoint Enterprise Server 2013 Service Pack 1,4011688,11099,CVE-2018-0919,Microsoft Office Information Disclosure Vulnerability
Microsoft Office Online Server 2016,4011023,10748,CVE-2018-0919,Microsoft Office Information Disclosure Vulnerability
Microsoft Word 2016 (32-bit edition),4011730,10746,CVE-2018-0919,Microsoft Office Information Disclosure Vulnerability
Microsoft Word 2016 (64-bit edition),4011730,10747,CVE-2018-0919,Microsoft Office Information Disclosure Vulnerability
Microsoft Office 2016 for Mac,Release Notes,10734,CVE-2018-0919,Microsoft Office Information Disclosure Vulnerability
Microsoft Office 2016 Click-to-Run (C2R) for 32-bit editions,Click to Run,10905,CVE-2018-0919,Microsoft Office Information Disclosure Vulnerability
Microsoft Office 2016 Click-to-Run (C2R) for 64-bit editions,Click to Run,10906,CVE-2018-0919,Microsoft Office Information Disclosure Vulnerability
Microsoft Office 2010 Service Pack 2 (32-bit editions),4011673,10521,CVE-2018-0919,Microsoft Office Information Disclosure Vulnerability
Microsoft Office 2010 Service Pack 2 (64-bit editions),4011673,10522,CVE-2018-0919,Microsoft Office Information Disclosure Vulnerability
Microsoft Office Web Apps 2010 Service Pack 2,4011709,10525,CVE-2018-0919,Microsoft Office Information Disclosure Vulnerability
Microsoft Office Web Apps Server 2013 Service Pack 1,4011692,10611,CVE-2018-0919,Microsoft Office Information Disclosure Vulnerability
Microsoft SharePoint Server 2010 Service Pack 2,4011705,10495,CVE-2018-0919,Microsoft Office Information Disclosure Vulnerability
Microsoft Word 2010 Service Pack 2 (32-bit editions),4011674,10513,CVE-2018-0919,Microsoft Office Information Disclosure Vulnerability
Microsoft Word 2010 Service Pack 2 (64-bit editions),4011674,10514,CVE-2018-0919,Microsoft Office Information Disclosure Vulnerability
Microsoft Word 2013 RT Service Pack 1,4011695,10606,CVE-2018-0919,Microsoft Office Information Disclosure Vulnerability
Microsoft Word 2013 Service Pack 1 (32-bit editions),4011695,10604,CVE-2018-0919,Microsoft Office Information Disclosure Vulnerability
Microsoft Word 2013 Service Pack 1 (64-bit editions),4011695,10605,CVE-2018-0919,Microsoft Office Information Disclosure Vulnerability
Microsoft SharePoint Enterprise Server 2016,4018293,10950,CVE-2018-0921,Microsoft SharePoint Elevation of Privilege Vulnerability
Microsoft SharePoint Enterprise Server 2013 Service Pack 1,4011688,11099,CVE-2018-0922,Microsoft Office Memory Corruption Vulnerability
Microsoft Office Online Server 2016,4011023,10748,CVE-2018-0922,Microsoft Office Memory Corruption Vulnerability
Microsoft Office 2010 Service Pack 2 (32-bit editions),4011673,10521,CVE-2018-0922,Microsoft Office Memory Corruption Vulnerability
Microsoft Office 2010 Service Pack 2 (64-bit editions),4011673,10522,CVE-2018-0922,Microsoft Office Memory Corruption Vulnerability
Microsoft Office Compatibility Pack Service Pack 3,4011720,4497,CVE-2018-0922,Microsoft Office Memory Corruption Vulnerability
Microsoft Office Web Apps 2010 Service Pack 2,4011709,10525,CVE-2018-0922,Microsoft Office Memory Corruption Vulnerability
Microsoft Office Web Apps 2013 Service Pack 1,4011692,10608,CVE-2018-0922,Microsoft Office Memory Corruption Vulnerability
Microsoft Office Word Viewer,4018309,1160,CVE-2018-0922,Microsoft Office Memory Corruption Vulnerability
Microsoft Word 2007 Service Pack 3,4011721,10162,CVE-2018-0922,Microsoft Office Memory Corruption Vulnerability
Microsoft Word 2010 Service Pack 2 (32-bit editions),4011674,10513,CVE-2018-0922,Microsoft Office Memory Corruption Vulnerability
Microsoft Word 2010 Service Pack 2 (64-bit editions),4011674,10514,CVE-2018-0922,Microsoft Office Memory Corruption Vulnerability
Microsoft Word 2013 (32-bit editions),4011695,10323,CVE-2018-0922,Microsoft Office Memory Corruption Vulnerability
Microsoft Word 2013 (64-bit editions),4011695,10324,CVE-2018-0922,Microsoft Office Memory Corruption Vulnerability
Microsoft Word 2013 RT Service Pack 1,4011695,10606,CVE-2018-0922,Microsoft Office Memory Corruption Vulnerability
Microsoft SharePoint Server 2010 Service Pack 2,4011705,10495,CVE-2018-0922,Microsoft Office Memory Corruption Vulnerability
Microsoft SharePoint Enterprise Server 2016,4018293,10950,CVE-2018-0923,Microsoft SharePoint Elevation of Privilege Vulnerability
