Azure DevOps Server 2019.0.1,Release Notes,11675,CVE-2021-27067,Azure DevOps Server and Team Foundation Server Information Disclosure Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28445,Windows Network File System Remote Code Execution Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28445,Windows Network File System Remote Code Execution Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28445,Windows Network File System Remote Code Execution Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28445,Windows Network File System Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28445,Windows Network File System Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28445,Windows Network File System Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28445,Windows Network File System Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28445,Windows Network File System Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28445,Windows Network File System Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28445,Windows Network File System Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28445,Windows Network File System Remote Code Execution Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28445,Windows Network File System Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28445,Windows Network File System Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28445,Windows Network File System Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28445,Windows Network File System Remote Code Execution Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28445,Windows Network File System Remote Code Execution Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28445,Windows Network File System Remote Code Execution Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28445,Windows Network File System Remote Code Execution Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28445,Windows Network File System Remote Code Execution Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28445,Windows Network File System Remote Code Execution Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28446,Windows Portmapping Information Disclosure Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28446,Windows Portmapping Information Disclosure Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28446,Windows Portmapping Information Disclosure Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28446,Windows Portmapping Information Disclosure Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28446,Windows Portmapping Information Disclosure Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28446,Windows Portmapping Information Disclosure Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28446,Windows Portmapping Information Disclosure Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28446,Windows Portmapping Information Disclosure Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28446,Windows Portmapping Information Disclosure Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001335,10047,CVE-2021-28446,Windows Portmapping Information Disclosure Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28446,Windows Portmapping Information Disclosure Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5001392,10047,CVE-2021-28446,Windows Portmapping Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28446,Windows Portmapping Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28446,Windows Portmapping Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28446,Windows Portmapping Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28446,Windows Portmapping Information Disclosure Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28446,Windows Portmapping Information Disclosure Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001389,9312,CVE-2021-28446,Windows Portmapping Information Disclosure Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28446,Windows Portmapping Information Disclosure Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5001332,9312,CVE-2021-28446,Windows Portmapping Information Disclosure Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28446,Windows Portmapping Information Disclosure Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28446,Windows Portmapping Information Disclosure Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28446,Windows Portmapping Information Disclosure Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28446,Windows Portmapping Information Disclosure Vulnerability
Windows 10 Version 1803 for 32-bit Systems,5001339,11497,CVE-2021-28447,Windows Early Launch Antimalware Driver Security Feature Bypass Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28447,Windows Early Launch Antimalware Driver Security Feature Bypass Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5001342,11568,CVE-2021-28447,Windows Early Launch Antimalware Driver Security Feature Bypass Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28447,Windows Early Launch Antimalware Driver Security Feature Bypass Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5001337,11712,CVE-2021-28447,Windows Early Launch Antimalware Driver Security Feature Bypass Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28447,Windows Early Launch Antimalware Driver Security Feature Bypass Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5001330,11766,CVE-2021-28447,Windows Early Launch Antimalware Driver Security Feature Bypass Vulnerability
Windows 10 for 32-bit Systems,5001340,10729,CVE-2021-28447,Windows Early Launch Antimalware Driver Security Feature Bypass Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28447,Windows Early Launch Antimalware Driver Security Feature Bypass Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5001347,10852,CVE-2021-28447,Windows Early Launch Antimalware Driver Security Feature Bypass Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28447,Windows Early Launch Antimalware Driver Security Feature Bypass Vulnerability
Windows 8.1 for 32-bit systems,5001382,10481,CVE-2021-28447,Windows Early Launch Antimalware Driver Security Feature Bypass Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28447,Windows Early Launch Antimalware Driver Security Feature Bypass Vulnerability
Windows 8.1 for 32-bit systems,5001393,10481,CVE-2021-28447,Windows Early Launch Antimalware Driver Security Feature Bypass Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28447,Windows Early Launch Antimalware Driver Security Feature Bypass Vulnerability
Windows Server 2012,5001387,10378,CVE-2021-28447,Windows Early Launch Antimalware Driver Security Feature Bypass Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28447,Windows Early Launch Antimalware Driver Security Feature Bypass Vulnerability
Windows Server 2012,5001383,10378,CVE-2021-28447,Windows Early Launch Antimalware Driver Security Feature Bypass Vulnerability
Visual Studio Code - Kubernetes Tools,Release Notes,11882,CVE-2021-28448,Visual Studio Code Kubernetes Tools Remote Code Execution Vulnerability
Microsoft Office 2019 for 32-bit editions,Click to Run,11573,CVE-2021-28449,Microsoft Office Remote Code Execution Vulnerability
Microsoft Excel 2016 (32-bit edition),4504721,10739,CVE-2021-28449,Microsoft Office Remote Code Execution Vulnerability
Microsoft Office 2016 (32-bit edition),4504722,10753,CVE-2021-28449,Microsoft Office Remote Code Execution Vulnerability
Microsoft Excel 2010 Service Pack 2 (32-bit editions),3017810,10489,CVE-2021-28449,Microsoft Office Remote Code Execution Vulnerability
Microsoft Excel 2013 RT Service Pack 1,4504735,10656,CVE-2021-28449,Microsoft Office Remote Code Execution Vulnerability
Microsoft Office 2010 Service Pack 2 (32-bit editions),2553491,10521,CVE-2021-28449,Microsoft Office Remote Code Execution Vulnerability
Microsoft Office 2010 Service Pack 2 (32-bit editions),2589361,10521,CVE-2021-28449,Microsoft Office Remote Code Execution Vulnerability
Microsoft Office 2010 Service Pack 2 (32-bit editions),4504738,10521,CVE-2021-28449,Microsoft Office Remote Code Execution Vulnerability
Microsoft Office 2013 RT Service Pack 1,4504726,10603,CVE-2021-28449,Microsoft Office Remote Code Execution Vulnerability
Microsoft Office 2013 Service Pack 1 (32-bit editions),3178643,10601,CVE-2021-28449,Microsoft Office Remote Code Execution Vulnerability
Microsoft Office 2013 Service Pack 1 (32-bit editions),3178639,10601,CVE-2021-28449,Microsoft Office Remote Code Execution Vulnerability
Microsoft SharePoint Enterprise Server 2016,4504719,10950,CVE-2021-28450,Microsoft SharePoint Denial of Service Update
Microsoft SharePoint Enterprise Server 2013 Service Pack 1,4493170,11099,CVE-2021-28450,Microsoft SharePoint Denial of Service Update
Microsoft SharePoint Server 2019,4504716,11585,CVE-2021-28450,Microsoft SharePoint Denial of Service Update
Microsoft SharePoint Server 2019,4504716,11585,CVE-2021-28450,Microsoft SharePoint Denial of Service Update
Microsoft SharePoint Foundation 2010 Service Pack 2,4504709,10505,CVE-2021-28450,Microsoft SharePoint Denial of Service Update
Microsoft Office 2019 for 32-bit editions,Click to Run,11573,CVE-2021-28451,Microsoft Excel Remote Code Execution Vulnerability
Microsoft Office 2019 for Mac,Release Notes,11575,CVE-2021-28451,Microsoft Excel Remote Code Execution Vulnerability
Microsoft Office Online Server,4504714,11605,CVE-2021-28451,Microsoft Excel Remote Code Execution Vulnerability
Microsoft Excel 2016 (32-bit edition),4504721,10739,CVE-2021-28451,Microsoft Excel Remote Code Execution Vulnerability
Microsoft Excel 2013 RT Service Pack 1,4504735,10656,CVE-2021-28451,Microsoft Excel Remote Code Execution Vulnerability
Microsoft Office Web Apps Server 2013 Service Pack 1,4504729,10611,CVE-2021-28451,Microsoft Excel Remote Code Execution Vulnerability
Microsoft Office 2019 for 32-bit editions,Click to Run,11573,CVE-2021-28452,Microsoft Outlook Memory Corruption Vulnerability
Microsoft Outlook 2016 (32-bit edition),4504712,10765,CVE-2021-28452,Microsoft Outlook Memory Corruption Vulnerability
Microsoft Outlook 2013 Service Pack 1 (32-bit editions),4504733,10810,CVE-2021-28452,Microsoft Outlook Memory Corruption Vulnerability
Microsoft Outlook 2010 Service Pack 2 (32-bit editions),4493185,10527,CVE-2021-28452,Microsoft Outlook Memory Corruption Vulnerability
Microsoft SharePoint Enterprise Server 2016,4504719,10950,CVE-2021-28453,Microsoft Word Remote Code Execution Vulnerability
Microsoft SharePoint Enterprise Server 2016,4504723,10950,CVE-2021-28453,Microsoft Word Remote Code Execution Vulnerability
Microsoft SharePoint Enterprise Server 2013 Service Pack 1,4493201,11099,CVE-2021-28453,Microsoft Word Remote Code Execution Vulnerability
Microsoft SharePoint Server 2019,4504716,11585,CVE-2021-28453,Microsoft Word Remote Code Execution Vulnerability
Microsoft SharePoint Server 2019,4504716,11585,CVE-2021-28453,Microsoft Word Remote Code Execution Vulnerability
Microsoft SharePoint Server 2019,4504715,11585,CVE-2021-28453,Microsoft Word Remote Code Execution Vulnerability
Microsoft SharePoint Server 2019,4504715,11585,CVE-2021-28453,Microsoft Word Remote Code Execution Vulnerability
Microsoft Office 2019 for 32-bit editions,Click to Run,11573,CVE-2021-28453,Microsoft Word Remote Code Execution Vulnerability
Microsoft Office 2019 for Mac,Release Notes,11575,CVE-2021-28453,Microsoft Word Remote Code Execution Vulnerability
Microsoft Office Online Server,4504714,11605,CVE-2021-28453,Microsoft Word Remote Code Execution Vulnerability
Microsoft Word 2016 (32-bit edition),4493198,10746,CVE-2021-28453,Microsoft Word Remote Code Execution Vulnerability
Microsoft Office 2010 Service Pack 2 (32-bit editions),4493215,10521,CVE-2021-28453,Microsoft Word Remote Code Execution Vulnerability
Microsoft Office Web Apps 2010 Service Pack 2,4504705,10525,CVE-2021-28453,Microsoft Word Remote Code Execution Vulnerability
Microsoft Office Web Apps Server 2013 Service Pack 1,4504729,10611,CVE-2021-28453,Microsoft Word Remote Code Execution Vulnerability
Microsoft SharePoint Server 2010 Service Pack 2,4504701,10495,CVE-2021-28453,Microsoft Word Remote Code Execution Vulnerability
Microsoft Word 2010 Service Pack 2 (32-bit editions),4493218,10513,CVE-2021-28453,Microsoft Word Remote Code Execution Vulnerability
Microsoft Word 2013 RT Service Pack 1,4493208,10606,CVE-2021-28453,Microsoft Word Remote Code Execution Vulnerability
Microsoft Office 2019 for 32-bit editions,Click to Run,11573,CVE-2021-28454,Microsoft Excel Remote Code Execution Vulnerability
Microsoft Office Online Server,4504714,11605,CVE-2021-28454,Microsoft Excel Remote Code Execution Vulnerability
Microsoft Excel 2016 (32-bit edition),4504721,10739,CVE-2021-28454,Microsoft Excel Remote Code Execution Vulnerability
Microsoft Office 2016 (32-bit edition),4504724,10753,CVE-2021-28454,Microsoft Excel Remote Code Execution Vulnerability
Microsoft Excel 2010 Service Pack 2 (32-bit editions),3017810,10489,CVE-2021-28454,Microsoft Excel Remote Code Execution Vulnerability
Microsoft Excel 2013 RT Service Pack 1,4504735,10656,CVE-2021-28454,Microsoft Excel Remote Code Execution Vulnerability
Microsoft Office 2010 Service Pack 2 (32-bit editions),4504739,10521,CVE-2021-28454,Microsoft Excel Remote Code Execution Vulnerability
Microsoft Office 2013 RT Service Pack 1,4504727,10603,CVE-2021-28454,Microsoft Excel Remote Code Execution Vulnerability
Microsoft Office Web Apps Server 2013 Service Pack 1,4504729,10611,CVE-2021-28454,Microsoft Excel Remote Code Execution Vulnerability
Microsoft Office 2019 for 32-bit editions,Click to Run,11573,CVE-2021-28456,Microsoft Excel Information Disclosure Vulnerability
Microsoft Office 2019 for Mac,Release Notes,11575,CVE-2021-28456,Microsoft Excel Information Disclosure Vulnerability
Microsoft Office Online Server,4504714,11605,CVE-2021-28456,Microsoft Excel Information Disclosure Vulnerability
Microsoft Excel 2016 (32-bit edition),4504721,10739,CVE-2021-28456,Microsoft Excel Information Disclosure Vulnerability
Microsoft Excel 2010 Service Pack 2 (32-bit editions),3017810,10489,CVE-2021-28456,Microsoft Excel Information Disclosure Vulnerability
Microsoft Excel 2013 RT Service Pack 1,4504735,10656,CVE-2021-28456,Microsoft Excel Information Disclosure Vulnerability
Microsoft Office Web Apps Server 2013 Service Pack 1,4504729,10611,CVE-2021-28456,Microsoft Excel Information Disclosure Vulnerability
Visual Studio Code,Release Notes,11622,CVE-2021-28457,Visual Studio Code Remote Code Execution Vulnerability
@azure/ms-rest-nodeauth,Release Notes,11883,CVE-2021-28458,Azure ms-rest-nodeauth Library Elevation of Privilege Vulnerability
Azure DevOps Server 2020.0.1,Release Notes,11881,CVE-2021-28459,Azure DevOps Server Spoofing Vulnerability
Visual Studio Code,Release Notes,11622,CVE-2021-28469,Visual Studio Code Remote Code Execution Vulnerability
